location,lat,lon
"Adamata, Indonesia",-2.88,132.25
"Adambakkam, India",12.96,80.2599999999
"Adamczycha, Poland",53.21,21.41
"Adamenki, Belarus",55.17,30.22
"Adami Tulu, Ethiopia",7.08,38.48
"Adamierz, Poland",50.01,20.93
"Adamishki, Belarus",55.93,26.66
"Adamiy, Russia",45.03,39.15
"Adamki, Belarus",53.87,27.53
"Adamkovo, Russia",57.78,28.4
"Adamov, Russia",48.35,41.87
"Adamova, Belarus",55.47,28.75
"Adamovec, Croatia",45.84,16.08
"Adamovichi, Belarus",54.43,27.33
"Adamovka, Russia",51.75,36.3
"Adamovka, Ukraine",46.43,30.77
"Adamovtsy, Belarus",55.36,27.46
"Adamow, Poland",50.59,23.38
"Adamowa Gora, Poland",52.24,20.25
"Adamowka Powisle, Poland",51.6,21.73
"Adamowo, Poland",52.77,20.07
"Adampol, Poland",52.58,21.68
"Adampur, India",29.17,75.73
"Adams Basin, NY",43.18,-77.84
"Adams Center, NY",43.86,-75.98
"Adams Run, SC",32.72,-80.29
"Adams, MA",42.62,-73.11
"Adams, MN",43.43,-92.78
"Adams, NE",40.58,-96.67
"Adams, NY",43.86,-75.98
"Adams, OK",36.75,-101.08
"Adams, OR",45.76,-118.65
"Adams, Ontario",48.57,-81.37
"Adams, Quebec",47.43,-72.78
"Adams, TN",36.56,-86.99
"Adams, WI",44.0,-89.99
"Adamsburg, PA",40.31,-79.69
"Adamson, Ontario",49.15,-88.34
"Adamstown, MD",39.34,-77.52
"Adamstown, PA",40.22,-76.08
"Adamsville, AL",33.59,-87.0
"Adamsville, MA",42.64,-72.83
"Adamsville, OH",39.98,-82.02
"Adamsville, Ontario",44.82,-81.21
"Adamsville, PA",41.48,-80.43
"Adamsville, RI",41.56,-71.13
"Adamsville, TN",35.32,-88.35
"Adamsville, WV",39.38,-80.3
"Adamy, Ukraine",49.82,23.95
"Adan, Colombia",10.44,-73.25
"Adana/Incirlik, Turkey",37.0,35.42
"Adanabas, Nigeria",12.05,8.52
"Adanac, Saskatchewan",52.77,-108.25
"Adanakkottai, India",10.77,78.72
"Adaniya, Japan",26.33,127.81
"Adappankulam, Sri Lanka",8.75,80.5
"Adapparagama, Sri Lanka",7.21,79.86
"Adargunchi, India",15.42,75.63
"Adas, India",19.0,75.72
"Adashevo, Russia",54.43,43.77
"Adat, Iran",35.55,53.38
"Adatepekoyu, Turkey",40.66,27.01
"Adavad, India",21.05,75.57
"Adawso, Ghana",5.6,-0.17
"Addanki, India",15.48,80.08
"Addi, Cameroon",7.36,13.56
"Addieville, IL",38.43,-89.55
"Addington Forks, Nova Scotia",45.61,-62.0
"Addington, OK",34.49,-97.98
"Addington, Quebec",46.11,-74.89
"Addis Ababa, Ethiopia",8.98,38.8
"Addis, LA",30.36,-91.26
"Addison, AL",34.26,-87.16
"Addison, IL",41.91,-87.96
"Addison, ME",44.65,-67.73
"Addison, MI",41.97,-84.27
"Addison, NY",42.07,-77.23
"Addison, PA",39.81,-79.36
"Addison, TX",32.94,-96.84
"Addition Hills, Philippines",14.59,121.06
"Addo, South Africa",-33.77,25.4
"Addy, WA",48.3,-117.83
"Addyston, OH",39.14,-84.7
"Ade, Ethiopia",6.08,37.63
"Adegaon, India",23.2,79.95
"Adegliacco, Italy",46.12,13.21
"Adel, GA",31.11,-83.41
"Adel, IA",41.61,-94.02
"Adel, OR",42.2,-120.35
"Adelaide Park, Saskatchewan",52.08,-106.63
"Adelanto, CA",34.59,-117.44
"Adelbach, Germany",48.99,9.76
"Adele Island, Australia",-15.51,123.16
"Adelfia, Italy",41.04,16.89
"Adelfors, Sweden",57.44,15.07
"Adelhausen, Germany",47.6,7.75
"Adelia, Bolivia",-11.04,-68.78
"Adelina, Mozambique",-14.83,36.52
"Adelina, Poland",51.23,22.47
"Adell, WI",43.65,-87.92
"Adelov, Sweden",57.99,14.6
"Adelphi, OH",39.47,-82.75
"Adelphia, NJ",40.22,-74.27
"Adelshausen, Germany",51.16,9.54
"Adena, OH",40.28,-80.99
"Adendorf, Germany",50.61,7.09
"Aderbiyevka, Russia",44.57,38.08
"Adersbach, Germany",49.26,9.04
"Adger, AL",33.52,-87.14
"Adhatal, India",22.65,88.45
"Adhe, India",17.82,73.1
"Adhemar, Quebec",48.06,-77.79
"Adhoi, India",23.15,70.12
"Adhravastoi, Greece",35.18,26.1
"Adia, Philippines",14.52,121.0
"Adian Tengah, Indonesia",3.57,98.68
"Adiarsa, Indonesia",-6.25,106.88
"Adikasy, Russia",56.09,47.35
"Adikovo, Russia",54.95,48.82
"Adiller, Turkey",36.55,31.98
"Adiloko, Indonesia",-6.98,110.38
"Adiluwih, Indonesia",-5.1,105.18
"Adin, CA",41.23,-121.22
"Adineh Qal`eh, Iran",38.43,57.42
"Adipanka, India",20.48,84.27
"Adipriya, Indonesia",-6.7,106.94
"Adirampattinam, India",10.77,78.72
"Adirim, Israel",32.65,35.28
"Adirondack, NY",43.84,-73.76
"Adirondack, Quebec",45.38,-73.57
"Adisono, Indonesia",-7.37,112.78
"Aditra Nadi, India",26.92,70.9
"Adityana, India",21.65,69.66
"Adivra, India",16.98,73.33
"Adjidougou, Guinea",7.75,-8.28
"Adjunta de los Arroyos, Mexico",26.88,-101.42
"Adjuntas, Mexico",21.05,-99.82
"Adki, India",17.35,76.85
"Adkins, TX",29.39,-98.28
"Adkot, India",21.6,71.22
"Adlanz, Germany",50.29,11.79
"Adliye, Turkey",40.18,29.07
"Admiral Rock, Nova Scotia",45.13,-63.33
"Admiralty, Hong Kong",22.29,114.14
"Admire, KS",38.68,-96.05
"Adobes, Mexico",28.71,-106.91
"Adodo, Indonesia",-7.99,131.31
"Adoi, China",32.9,95.3
"Adolfo Ruiz Cortinez, Mexico",18.1,-94.58
"Adolfovice, Czech Republic",50.28,17.1
"Adolfowo, Poland",52.12,16.11
"Adolfsberg, Sweden",59.31,15.24
"Adoli, India",18.53,73.8500000001
"Adolina, Indonesia",3.57,98.68
"Adolph, MN",46.78,-92.25
"Adolphus, KY",36.61,-86.45
"Adolzhausen, Germany",49.49,9.9
"Adome, Ghana",6.1,0.12
"Adon, Myanmar",12.43,98.6
"Adona, AR",35.15,-92.94
"Adong, Indonesia",-2.5,119.0
"Adora, Indonesia",-9.67,120.33
"Adovo, Russia",57.55,49.95
"Adoy, Philippines",7.12,125.65
"Adrada de Haza, Spain",41.67,-3.69
"Adrall, Spain",42.36,1.4
"Adrar, Algeria",27.84,-0.19
"Adrara San Martino, Italy",45.68,10.03
"Adri, India",20.9,70.37
"Adrian Salinas, Mexico",28.42,-100.77
"Adrian, GA",32.61,-82.37
"Adrian, MI",41.88,-84.04
"Adrian, MN",43.56,-95.93
"Adrian, MO",38.4,-94.35
"Adrian, OR",43.79,-117.1
"Adrian, Ontario",48.28,-89.57
"Adrian, PA",40.83,-79.56
"Adrian, TX",35.25,-102.43
"Adrian, WV",38.84,-80.27
"Adriana, Colombia",9.31,-73.89
"Adriansnas, Sweden",57.58,16.52
"Adrianu Mare, Romania",46.53,24.53
"Adrino, Russia",57.82,29.95
"Adros, Turkey",36.08,32.83
"Adsar, India",28.25,74.92
"Adscheid, Germany",50.77,7.36
"Adsulim, India",15.37,73.82
"Adu, Indonesia",-8.55,118.7
"Adua, Indonesia",-0.93,131.12
"Aduana, Mexico",21.03,-86.87
"Aduas, Philippines",15.9,120.34
"Adubaengi, South Korea",37.51,129.12
"Adugodi, India",12.95,77.72
"Adul Buzurg, India",19.86,75.4
"Adunatii Teiului, Romania",44.61,22.61
"Adunovskiy, Russia",51.81,107.44
"Aduy, Russia",56.8,60.63
"Aduyevo, Russia",55.98,37.5
"Advance Mills, VA",38.13,-78.43
"Advance, IN",39.99,-86.68
"Advance, MO",37.1,-89.91
"Advance, NC",35.99,-80.44
"Advent, WV",38.54,-81.63
"Adventure Bay, Australia",-43.25,147.43
"Adverniki, Belarus",54.63,25.28
"Advolpale, India",15.37,73.82
"Adwal, India",22.73,71.6
"Adyn', Belarus",53.88,27.91
"Adyushkino, Russia",57.33,43.12
"Adzhidada, Russia",42.95,46.99
"Adzhigiol, Ukraine",46.43,30.77
"Adzhim, Russia",56.23,51.03
"Adzini, Kosovo",42.45,21.37
"Ae-dong, North Korea",39.03,125.8
"Aebubu, Indonesia",-8.63,122.25
"Aegisan-gol, South Korea",37.47,126.95
"Aenae, South Korea",37.08,127.03
"Aenganyar, Indonesia",-7.05,113.97
"Aengbatubatu, Indonesia",-5.07,119.55
"Aenggok, South Korea",35.9,126.62
"Aengmit'ae, South Korea",34.4,126.7
"Aengmu-dong, South Korea",36.7,127.5
"Aengsan-dong, South Korea",37.08,127.03
"Aerbeck, Germany",51.36,6.29
"Aergale, Indonesia",1.53,124.92
"Aerodrom, Russia",54.75,56.0
"Aerodromnyy, Russia",48.78,44.35
"Aeroport, Russia",55.44,37.78
"Aertembaga, Indonesia",1.53,124.92
"Aeta, India",27.13,72.37
"Aetolofos, Greece",39.72,22.87
"Afaina, Mozambique",-13.3,35.23
"Afanas'yeva Gora, Russia",60.98,32.98
"Afanas'yeva Sel'ga, Russia",61.89,34.15
"Afanas'yevka, Russia",51.5107955801,45.3517458564
"Afanas'yevka, Ukraine",47.05,31.92
"Afanas'yevo, Russia",57.13,45.17
"Afanasovo, Russia",50.729164059,36.5639204291
"Afandi, Tajikistan",38.37,69.98
"Afanosovo, Russia",57.65,32.47
"Afard, Sweden",57.77,13.43
"Afarian-e Bala, Iran",35.33,47.0
"Afe, Indonesia",0.77,127.37
"Afekaul, Benin",9.55,1.17
"Aferovo, Russia",57.5,38.3
"Affleville, France",49.24,5.9
"Afia, Samoa",-13.82,-172.0
"Afig, Indonesia",1.17,97.7
"Afin, Italy",46.52,11.51
"Afipsip, Russia",45.0,38.8
"Afling, Austria",47.25,11.27
"Afonasovo, Russia",55.85,32.95
"Afonchikova, Russia",58.05,63.68
"Afonino, Russia",62.17,34.3
"Afonino-Ramen'ye, Russia",60.77,46.3
"Afonintsy, Russia",59.53,45.46
"Afonyata, Russia",59.35,52.25
"Afors, Sweden",56.79,15.12
"Afratakhteh, Iran",37.24,55.09
"Afrayias, Greece",38.11,20.56
"Afritz, Austria",46.68,13.73
"Afrodisia, Greece",38.33,26.13
"Afsar, Turkey",38.8203015075,30.9620100503
"Afsarguney, Turkey",41.98,33.78
"Afsay, Afghanistan",35.85,71.83
"Afshar-e Bala, Afghanistan",34.57,69.21
"Afton Road, Prince Edward Island",46.32,-62.81
"Afton, IA",41.03,-94.18
"Afton, MI",45.48,-84.32
"Afton, MN",44.9,-92.78
"Afton, NY",42.23,-75.52
"Afton, OK",36.58,-94.93
"Afton, Prince Edward Island",46.18,-63.29
"Afton, TN",36.16,-82.69
"Afton, TX",33.75,-100.93
"Afton, VA",37.94,-78.84
"Afton, WI",42.64,-89.07
"Afton, WY",42.72,-110.93
"Agabeybanisi, Turkey",37.17,36.17
"Agabeyli, Turkey",38.65,32.95
"Agachan, Turkey",37.45,38.9
"Agachisar, Turkey",39.81,30.52
"Agacli, Turkey",41.25,29.03
"Agaclihuyuk, Turkey",37.05,27.41
"Agadibek, Turkey",38.6,39.28
"Agadyr, Kazakhstan",48.85,72.87
"Agaf'ino, Russia",55.17,34.4
"Agafeni, Romania",46.96,26.39
"Agafonovka, Russia",53.534285714300005,63.9028571429
"Agafonovo, Russia",56.8,105.8
"Agaggio Inferiore, Italy",43.89,7.94
"Agal'ya, Russia",57.42,67.08
"Agalar, Turkey",36.38,33.93
"Agalarseki, Turkey",38.33,26.13
"Agalma, Sweden",60.35,18.33
"Agalpur, India",20.7,83.5
"Agamham, Philippines",11.66,125.44
"Agan, China",36.04,103.88
"Agana Heights, GU",13.48,144.76
"Agaouz, Morocco",36.01,-5.61
"Agar, India",24.62,73.9
"Agar, SD",44.38,-100.29
"Agarchik, Russia",51.65,39.25
"Agarcia, Romania",46.93,26.36
"Agardivolgy, Hungary",46.36,18.7
"Agargaon, India",21.1,79.05
"Agariemae, Japan",26.46,127.91
"Agarino, Russia",54.73,37.3
"Agarisuji, Japan",24.34,124.16
"Agarkhed, India",17.67,75.9
"Agarki, Belarus",53.99,27.23
"Agarpara, India",22.65,88.45
"Agas, India",22.56,72.95
"Agashi, India",19.1200000001,72.84999999979999
"Agasnal, India",16.82,75.72
"Agasode, India",23.85,78.75
"Agassiz, British Columbia",49.29,-121.78
"Agassiz, Ontario",49.42,-82.47
"Agastiswaram, India",8.47,76.95
"Agasto, Hungary",46.17,18.96
"Agat, GU",13.4,144.67
"Agata, Philippines",9.8,125.5
"Agate, CO",39.46,-103.94
"Agatha, Alberta",50.24,-111.1
"Agatowka, Poland",51.01,22.53
"Agaundh, India",30.36,76.45
"Agawa, Ontario",47.97,-84.78
"Agawam, MA",42.05,-72.62
"Agaxi, China",30.05,101.96
"Agay, France",43.44,6.79
"Agay-ayan, Philippines",8.95,125.48
"Agazzano, Italy",44.94,9.44
"Agba, Nigeria",7.78,4.48
"Agbanawag, Philippines",15.74,120.93
"Agberi, Nigeria",4.85,7.02
"Agcasar, Turkey",38.82,35.43
"Agdam, Azerbaijan",40.73,46.32
"Agdao, Philippines",6.49,125.55
"Agdas, Azerbaijan",40.73,46.32
"Agdzhabedy, Azerbaijan",40.81,47.73
"Agebu, China",35.0,102.9
"Ageby, Denmark",54.71,11.26
"Ageda, Japan",26.33,127.81
"Agei, Japan",35.52,134.11
"Agencourt, France",47.13,4.95
"Agency, IA",41.03,-92.4
"Agency, MO",39.7,-94.81
"Agenda, KS",39.73,-97.19
"Agerola, Italy",40.65,14.61
"Agersgol, Sweden",57.67,15.0
"Agersryd, Sweden",57.67,15.0
"Agersted, Denmark",57.12,10.38
"Agerton, Ontario",43.5800000001,-79.78
"Agerup, Denmark",55.65,11.81
"Ageyevo, Russia",54.63,43.23
"Aggarp, Sweden",55.51,13.24
"Aggato, Hungary",46.59,17.4
"Aggdal, Sweden",57.87,11.73
"Aggeneys, South Africa",-29.13,19.39
"Aggersborg, Denmark",56.95,9.24
"Aggerud, Sweden",59.31,14.51
"Aggius, Italy",40.9,9.52
"Aggosundet, Sweden",63.4,18.97
"Aghaj Masbad, Iraq",35.06,44.6
"Aghar, India",31.47,76.27
"Aghcheh Gonbad, Iran",36.68,48.48
"Aghione, France",42.23,9.55
"Aghios Ermolaos, Greece",39.92,25.23
"Agi, Russia",62.1,32.38
"Agia Kyriaki, Greece",38.208582834299996,25.9145708583
"Agia Marina, Greece",39.07,26.6
"Agiasma, Greece",40.98,24.6
"Agigea, Romania",44.16,28.65
"Agil Muhammad, Bangladesh",26.02,89.98
"Agil'may, Russia",53.93,102.05
"Agincourt, Ontario",43.769999999899994,-79.28
"Agios Fokas, Greece",37.05,27.41
"Agios Petros, Greece",38.74,20.67
"Agios Sostis, Greece",37.92,21.28
"Agisan, Indonesia",4.27,117.88
"Agivo, Russia",51.92,143.13
"Agjlar, Iraq",35.52,44.83
"Aglasan, Turkey",40.22,29.5
"Aglie, Italy",45.33,7.72
"Aglientu, Italy",40.97,8.88
"Aglik, Indonesia",-6.97,110.42
"Agme, France",44.45,0.31
"Agnano, Italy",43.73,10.52
"Agneaux, France",49.13,-1.09
"Agnedo, Italy",46.06,11.5
"Agness, OR",42.53,-124.39
"Agnesund, Sweden",59.57,17.09
"Agnetaryd, Sweden",57.17,13.44
"Agnevo, Russia",50.9,142.17
"Agnew, Ontario",51.07,-93.8
"Agnihotri, India",26.4,80.41
"Ago Bello, Nigeria",7.1,4.83
"Ago, Indonesia",-8.63,120.45
"Ago, Japan",33.72,135.44
"Agogo, Ghana",6.67,-0.75
"Agol, India",23.07,72.63
"Agol, South Korea",36.15,128.31
"Agolai, India",26.3,73.02
"Agona, Ghana",4.9,-1.77
"Agonzon, Ontario",48.76,-86.34
"Agordela, Portugal",41.68,-7.27
"Agori Khas, India",25.3,83.02
"Agostadero de Abajo, Mexico",26.92,-105.67
"Agostadero, Mexico",19.2,-96.13
"Agosto, Mexico",19.73,-103.5
"Agostonmajor, Hungary",47.2292399497,18.9968027638
"Agotcy, Indonesia",1.53,124.92
"Agoura Hills, CA",34.15,-118.76
"Agra, India",24.65,77.32
"Agra, Italy",46.01,8.84
"Agra, KS",39.67,-99.47
"Agra, OK",35.95,-96.77
"Agrafenovka, Russia",48.8474025974,42.3332467532
"Agraha Dasarahalli, India",12.95,77.72
"Agramonte, Cuba",22.07,-81.03
"Agrat, India",33.07,73.63
"Agrawa, India",25.75,71.38
"Agria, India",25.36,74.63
"Agricola Oriental Norte, Mexico",19.39,-99.0800000001
"Agridhia, Cyprus",34.87,33.3
"Agrinka, Russia",52.67,42.72
"Agripara, Bangladesh",24.87,92.36
"Agrokul'tura, Russia",55.61,49.28
"Agroles, Russia",54.91,82.96
"Agterhorn, Germany",52.63,6.76
"Agua Amarga, Mexico",23.73,-109.71
"Agua Azul, Venezuela",10.07,-69.32
"Agua Blanca, Colombia",7.93,-72.52
"Agua Blanca, Mexico",19.5730734361,-103.690670898
"Agua Blanca, Peru",-16.34,-71.58
"Agua Boa, Brazil",-12.15,-45.0
"Agua Branca, Brazil",-15.35,-38.98
"Agua Bronca, Mexico",31.63,-106.43
"Agua Buena, Mexico",26.88,-101.42
"Agua Caliente, Mexico",21.4058788812,-104.31767770100001
"Agua Caliente, Venezuela",10.48,-66.96
"Agua Colorada, Mexico",21.0,-101.48
"Agua Comprida, Brazil",-12.58,-38.01
"Agua Dulce, TX",27.8,-97.9
"Agua Dulce, Venezuela",10.49,-66.78
"Agua Escondida, Mexico",18.978021327,-96.2917772512
"Agua Fria, Colombia",6.47,-73.25
"Agua Fria, Mexico",25.78,-100.1
"Agua Fria, Venezuela",10.45,-67.04
"Agua Matias, Mexico",32.56,-116.04
"Agua Nueva, Mexico",23.7,-98.96
"Agua Prieta, Mexico",23.64,-103.64
"Agua Zarca de la Pena, Mexico",16.76,-99.75
"Agua Zarca, Guatemala",16.23,-92.13
"Agua de Arriba, Mexico",25.5,-100.97
"Agua de Bueyes, Spain",28.35,-14.03
"Agua de Enmedio, Mexico",24.07,-110.36
"Agua de Fontanales, Spain",28.0,-15.61
"Agua de Vaca, Venezuela",10.92,-63.97
"Agua del Coyote, Mexico",26.02,-111.35
"Aguablanca, Colombia",8.04076923077,-72.8042307692
"Aguacaliente, Mexico",20.39,-103.65
"Aguacatal, El Salvador",14.33,-89.44
"Aguacate, Cuba",22.98,-82.4
"Aguacate, Mexico",20.82,-102.76
"Aguaclara, Colombia",7.93,-72.52
"Aguada Chica, Peru",-17.7,-71.34
"Aguada Chunjabin, Mexico",19.83,-90.5
"Aguada, Angola",-14.92,13.58
"Aguada, PR",18.38,-67.19
"Aguadilla, PR",18.38,-67.19
"Aguado, Philippines",14.35,121.02
"Aguadulce, Colombia",10.9094515306,-74.7951785714
"Aguaje de la Trinidad, Mexico",25.53,-103.45
"Aguajito, Mexico",28.24,-110.6
"Aguamansa, Spain",28.37,-16.52
"Aguanegra, Colombia",6.17,-75.43
"Aguanga, CA",33.43,-116.86
"Aguapepito, Mexico",24.6,-107.59
"Aguas Buenas, PR",18.3,-66.12
"Aguas Calientes, Peru",-8.38,-74.57
"Aguas de Mejia, Mexico",16.75,-93.12
"Aguas de Moura, Portugal",38.54,-8.88
"Aguascalientes, Mexico",21.86,-102.35
"Aguateno, Mexico",20.06,-97.08
"Aguaverde, Colombia",7.07,-70.74
"Aguila, AZ",33.92,-113.18
"Aguilar, CO",37.41,-104.65
"Aguire, Philippines",17.89,120.46
"Aguirre, Mexico",20.58,-100.82
"Aguirre, PR",17.98,-66.37
"Aguit, China",42.4,112.9
"Agullu, Turkey",40.56,43.12
"Aguoniskiai, Lithuania",54.88,23.83
"Aguopo, China",33.4,104.92
"Agus Mahala, Kosovo",42.45,21.37
"Agus, Philippines",10.31,123.99
"Agusa, Sweden",55.69,13.84
"Agutaya, Philippines",10.85,121.01
"Agyia, Greece",38.27,21.74
"Agys, Kazakhstan",46.6,49.27
"Agzibuyuk, Turkey",40.12,33.0
"Ah Chong I, Australia",-20.88,115.4
"Ah Gwah Ching, MN",47.1,-94.59
"Ah, Sweden",62.2,17.51
"Aha, Indonesia",3.58,125.47
"Ahacha, Japan",26.24,127.71
"Ahaga, Sweden",58.13,16.23
"Ahamad ki Dhani, India",28.33,75.58
"Ahamar, Morocco",35.73,-5.91
"Ahan, India",34.05,74.8
"Ahangaran, Afghanistan",34.83,71.82
"Ahbasor, Turkey",39.95,41.17
"Ahburik, Turkey",39.95,41.17
"Ahe, Germany",50.82,7.38
"Ahetze, France",43.36,-1.57
"Aheville, France",48.3,6.13
"Ahias, India",20.78,86.73
"Ahidabu, Indonesia",-0.64,127.5
"Ahiler, Turkey",39.37,26.19
"Ahin, Spain",39.84,-0.27
"Ahjarvi, Finland",61.62,29.23
"Ahl Bel Hadri, Algeria",35.53,-0.52
"Ahl Rif, Morocco",33.88,-5.53
"Ahl, Denmark",56.18,10.65
"Ahl, Germany",50.28,9.38
"Ahle, Germany",52.09,7.01
"Ahlefeld, Germany",54.32,9.66
"Ahlften, Germany",52.99,9.83
"Ahlintel, Germany",52.17,7.52
"Ahmad Filah, Iraq",33.63,43.75
"Ahmadabad-e Bash, Iran",35.33,47.0
"Ahmadabad-e Safi Khani, Iran",30.43,50.77
"Ahmadizeh, Iran",25.44,60.38
"Ahmadpur, India",23.1379918109,77.3396389354
"Ahmas, Finland",64.78,25.72
"Ahmeek, MI",47.25,-88.44
"Ahmetbeyler, Turkey",39.7087319206,30.0767877565
"Ahmethacilar, Turkey",40.71,30.12
"Ahmic Harbour, Ontario",45.5,-79.92
"Ahokyla, Finland",63.97,25.74
"Ahola, Finland",64.3,24.96
"Aholankulma, Finland",60.71,27.18
"Aholanmaki, Finland",60.71,27.18
"Ahonpera, Finland",64.17,25.54
"Ahoraji, South Korea",37.8,128.86
"Ahorcados, Mexico",19.35,-99.57
"Ahoskie, NC",36.19,-76.82
"Ahousat, British Columbia",49.14,-125.89
"Ahrem, Germany",50.81,6.82
"Ahrensnest, Germany",53.22,13.8
"Ahrn, Austria",47.33,11.19
"Ahroli, India",26.23,78.25
"Ahsahka, ID",46.54,-116.39
"Ahtokthe, Myanmar",20.13,92.87
"Ahu, India",22.72,75.8
"Ahuano, Ecuador",-1.51,-77.94
"Ahuatepec, Mexico",18.85,-97.1
"Ahupe, India",19.16,73.24
"Ahuskarr, Sweden",55.86,14.21
"Ahuzzam, Israel",31.45,34.76
"Ahvenniemi, Finland",65.97,29.18
"Ahvensalmi, Finland",63.02,27.8
"Ahvenvaara, Finland",62.23,30.34
"Ahwa, South Korea",35.9,128.65
"Ahwahnee, CA",37.36,-119.72
"Ai Ngai, Viet Nam",10.82,106.67
"Ai, Japan",35.48,133.25
"Aiba, China",23.8,114.73
"Aiba, Japan",35.28,136.24
"Aibingting, China",27.18,111.45
"Aibondeni, Indonesia",-1.88,136.24
"Aibonito, PR",18.2,-66.3
"Aiboro, Indonesia",-8.43,117.42
"Aichanahalli, India",12.97,76.33
"Aichazandt, Germany",49.49,11.76
"Aichenbachof, Germany",48.81,9.58
"Aichwara, India",26.23,78.25
"Aidalpur, India",25.98,79.5
"Aidang, China",24.8,112.37
"Aideja, Mozambique",-19.8,34.9
"Aidenau, Germany",49.31,10.38
"Aidenried, Germany",47.93,11.15
"Aiduma, Indonesia",-3.67,133.75
"Aiduna, Indonesia",-3.33,135.5
"Aie, Italy",44.1,12.2
"Aie, Myanmar",22.93,97.75
"Aiea, HI",21.39,-157.93
"Aiello del Friuli, Italy",45.93,13.4
"Aifang, Myanmar",24.0,97.85
"Aigang, China",23.4,113.3
"Aigen, Austria",47.41,13.22
"Aigeng, China",22.37,106.75
"Aigne, France",47.95,0.19
"Aigny, France",49.11,4.18
"Aiguebelle, Quebec",48.2,-78.82
"Aiguo Dadui, China",32.07,121.6
"Aiguo, China",24.3917113402,110.78472164899999
"Aihama, Japan",35.25,139.72
"Aihaogou, China",35.38,105.0
"Aiheshangbao, China",40.1,124.38
"Aihui, China",50.25,127.45
"Aijavaara, Sweden",67.15,20.65
"Aiji, China",24.37,114.48
"Aijia, China",30.4145928339,111.82254071700001
"Aijiabao, China",40.72,124.78
"Aijiabaozi, China",41.32,123.78
"Aijiaping, China",26.87,104.28
"Aijiashantou, China",40.05,124.33
"Aijiawopu, China",41.13,121.12
"Aijiayuan, China",27.12,114.97
"Aiju, India",31.77,76.99
"Aiken, SC",33.57,-81.74
"Aiken, TX",34.17,-101.72
"Aikeng, China",26.63,118.15
"Aikensville, Ontario",43.47,-80.2999999999
"Aikins, Saskatchewan",50.3,-107.82
"Aikkila, Finland",65.97,29.18
"Aikolaha, India",30.87,75.93
"Aikyeng, Myanmar",22.57,99.93
"Ail, Jordan",30.17,35.78
"Ailabhatta, India",20.3,83.3
"Ailam, India",28.58,77.2
"Ailano, Italy",41.34,14.33
"Ailey, GA",32.23,-82.44
"Ailin, China",50.48,121.68
"Ailing, China",32.581827112,120.13020628700001
"Ailingao, China",41.54,120.43
"Ailingzi, China",23.4,116.68
"Aillas, France",44.5,-0.15
"Aillianville, France",48.53,5.69
"Ailly, Quebec",49.77,-77.82
"Ailo, Papua New Guinea",-4.33,152.37
"Ailo-Atynakovo, Russia",55.23,86.12
"Ailu, China",33.58,102.97
"Ailun, China",18.22,109.58
"Ailunga, Angola",-18.37,21.85
"Aima, India",32.93,73.72
"Aimarautio, Finland",64.98,25.5
"Aimen, China",27.92,118.53
"Aimin Liudui, China",42.87,129.5
"Aimincun, China",28.6,115.92
"Aimoto, Japan",36.94,137.56
"Aimwell, LA",31.65,-92.05
"Ain Aicha, Morocco",33.93,-4.98
"Ain Beida, Algeria",35.75,6.31
"Ain Ben Khelil, Algeria",33.54,-0.24
"Ain Bessem, Algeria",36.72,3.25
"Ain Diab, Morocco",33.37,-7.58
"Ain Oussera, Algeria",35.17,2.32
"Ain Sefra, Algeria",33.54,-0.24
"Ain Taya, Algeria",36.72,3.25
"Ain Temouchent, Algeria",35.02,-1.47
"Ain el Hamra, Morocco",33.37,-7.58
"Ain el Ibel, Algeria",34.68,3.25
"Ain el Khadra, Algeria",35.21,0.15
"Ainali, Finland",64.17,25.54
"Ainapur, India",16.85,74.6
"Ainasoja, Finland",63.89,25.02
"Aine Seinour, Algeria",36.28,7.97
"Aingdaing, Myanmar",21.98,96.1
"Aingeray, France",48.73,5.98
"Ainggyi, Myanmar",21.2,94.92
"Ainggyile Okshitkon, Myanmar",20.83,95.83
"Aingshe, Myanmar",14.6,98.03
"Aingzauk, Myanmar",19.72,96.22
"Aino, India",26.23,78.25
"Ainsworth, IA",41.28,-91.67
"Ainsworth, NE",42.58,-99.99
"Aioicho, Japan",34.96,138.43
"Aiorrucula, Mozambique",-13.13,39.03
"Aipi, China",22.55,114.1
"Aipokeng, China",23.4,113.3
"Aiqiangbei, China",24.67,113.6
"Air Hitam, Indonesia",3.79,98.69
"Air Jernih, Malaysia",3.78,103.21
"Air Layang, Indonesia",-2.16,106.14
"Air Ronge, Saskatchewan",55.15,-105.27
"Airai Hamlet, Airai",7.33,134.48
"Airali, Italy",44.84,7.5
"Airasca, Italy",44.93,7.45
"Aird, Quebec",44.96,-73.1
"Airderas, Indonesia",0.46,101.44
"Airdikit, Indonesia",-2.77,101.37
"Airdingin, Indonesia",-3.88,102.33
"Airdrie, Alberta",51.29,-114.03
"Airgemuruh, Indonesia",3.12,101.55
"Airgin Sum, China",43.65,112.0
"Airhitam, Indonesia",-2.7,111.7
"Airikkala, Finland",64.28,27.68
"Airin-chiku, Japan",34.67,135.52
"Airmont, NY",41.14,-74.12
"Airnanti, Indonesia",1.12,104.12
"Airoux, France",43.37,1.91
"Airrunding, Indonesia",1.56,98.89
"Airville, PA",39.8,-76.31
"Airway Heights, WA",47.58,-117.62
